bonafide_or_spoof,set,language,singer,title,url,views,likes,comments,user_id,username,subscribers,num_channels,sample_width,frame_rate,num_frames,audio_time,avg_zero_cross_rate,avg_rms,avg_spect_cent,avg_tempo,avg_db_inten,avg_flatness,avg_contrast,avg_harmonic_ratio
0,Validation,Spanish,G.E.M.,【4K超清 | 官方MV】邓紫棋《Un Momento》西语版 | Revelación｜G.E.M.,https://www.bilibili.com/video/BV1HP411y7mb/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619,51899,4596,140,1889545341.0,GEM鄧紫棋,1957028,2,2,48000,11433984,238.208,0.056634437597475384,0.20152662694454193,1490.7863316880703,151.99908088235293,-54.35841751098633,0.02110900729894638,26.612757059937085,-1.7208985809702426e-05
0,T01,Mandarin,Stefanie_Sun,孙燕姿.[爱情证书].MV.官方字幕修复版 1080p,https://www.bilibili.com/video/BV1nb4y1U7Jj/?spm_id_from=333.788.recommend_more_video.9&vd_source=6773a02315422cd9e9d1490e5baec619,31540,392,53,384831261.0,---今晚打老虎---,3373,2,2,44100,11326464,256.8359184,0.07958728360603869,0.17333680391311646,1991.9272392874823,123.046875,-45.37227249145508,0.026083027943968773,25.385114798339973,4.438135192685877e-07
0,Training,Mandarin,Mao_Buyi,【毛不易】毛不易精选歌曲合集（带歌词 分集播放）《消愁》《像我这样的人》《平凡的一天》,https://www.bilibili.com/video/BV11M411n7TC/?spm_id_from=333.337.search-card.all.click,938489,7578,222,3493120000000000.0,bili_11508234129,76163,2,2,44100,7575552,171.7812245,0.08115578857784836,0.08792272955179214,1894.5891819859353,123.046875,-49.19948196411133,0.012826194986701012,24.68317997312503,-2.4402101672649223e-08
0,T02,Mandarin,Li_Jian,李健-贝加尔湖畔 (《无心法师》网络剧插曲)(蓝光),https://www.bilibili.com/video/BV1GS4y1Y7u7?p=4&vd_source=bda8c28f9763524b2b9bd9962b1b4120,24157,476,23,35911414.0,定云止水中_,1126,2,2,44100,10289152,233.3141043,0.07390092258869042,0.07885706424713135,1848.049072757295,123.046875,-52.70405578613281,0.00684657646343112,26.024776072990903,-1.2097160606572288e-06
0,Training,Mandarin,Hebe_Tien,田馥甄《演员》,https://www.bilibili.com/video/BV1ts411a7m1/?spm_id_from=333.337.search-card.all.click&vd_source=6773a02315422cd9e9d1490e5baec619,173701,961,206,71493775.0,我开GTR我会撞,183,2,2,44100,12132352,275.1100227,0.07552436354069963,0.07916898280382156,1845.31954422721,184.5703125,-42.717655181884766,0.009434044361114502,23.940943199038397,-1.1879754310939461e-05
0,Training,Mandarin,Hebe_Tien,懸日,https://www.bilibili.com/video/BV1ja4y147Wr?p=20,12402,92,4,387051761.0,李谦菻,12326,2,2,44100,11736064,266.1239002,0.0565607499918208,0.07413069903850555,1384.318999109547,161.4990234375,-54.0035514831543,0.008710009977221489,25.450700141108726,9.361173169963877e-07
0,Training,Mandarin,Stefanie_Sun,天使的指纹-孙燕姿,https://www.bilibili.com/video/BV1J841177n3?p=35&vd_source=bda8c28f9763524b2b9bd9962b1b4120,3335891,28129,1038,358594389.0,敏皓音乐,70436,2,2,44100,9394176,213.0198639,0.06279722624318801,0.15319061279296875,1620.5257500840626,129.19921875,-51.29804611206055,0.0073057012632489204,26.98226260803023,-2.472505229889066e-06
0,Training,Japanese,Kenshi_Yonezu,クランベリーとパンケーキ,https://www.bilibili.com/video/BV12R4y1A75y?p=12,79299,1223,36,418392289.0,无损经典音乐合集,79871,2,2,44100,9290752,210.6746485,0.0708546998980604,0.30762073397636414,1989.7852010786437,86.1328125,-39.818172454833984,0.01937258429825306,22.436281418920746,2.006857044989374e-07
0,T01,Mandarin,Stefanie_Sun,银泰-孙燕姿,https://www.bilibili.com/video/BV1J841177n3?p=40&vd_source=bda8c28f9763524b2b9bd9962b1b4120,3335972,28129,1038,358594389.0,敏皓音乐,70436,2,2,44100,9336832,211.7195465,0.05283477277867639,0.12303747981786728,1273.097370872691,151.99908088235293,-54.22705078125,0.0033104747999459505,27.618330340562267,-6.121565547800856e-07
0,Validation,Mandarin,The_Landlord's_Cat,房东的猫翻唱鹿先森乐队歌曲《春风十里》，真是好听啊！,https://www.bilibili.com/video/BV1jf4y1B758/?spm_id_from=333.337.search-card.all.click&vd_source=6773a02315422cd9e9d1490e5baec619,1116699,11527,225,354496361.0,人间理想王心怡,966,2,2,44100,12379136,280.7060317,0.05149279169251447,0.08994429558515549,1282.568374169536,135.99917763157896,-59.832489013671875,0.02373247966170311,27.16762105701309,-7.662309542411094e-08
0,Training,Mandarin,Hebe_Tien,【4K高清修复】Hebe 田馥甄 - 囚鸟 Live (一定要看到最后的Talking) 2160P Hi-Res,https://www.bilibili.com/video/BV17m4y1n7qQ/?spm_id_from=333.337.search-card.all.click&vd_source=6773a02315422cd9e9d1490e5baec619,35963,418,48,627010254.0,甄爱SHE,6686,2,2,48000,15134720,315.3066667,0.0727080265095729,0.12284432351589203,1650.3822805284249,107.666015625,-49.02540588378906,0.006289383862167597,24.94593374798654,1.4325679330795538e-05
